,mean,min,max,std
precision,0.026583512534009292,0.007518796992481203,0.20588235294117646,0.030976958978478006
recall,0.8639231459942335,0.5384615384615384,1.0,0.11981009061334803
f1_score,0.05010894341935718,0.014906832298136646,0.34146341463414637,0.05213213476642267
accuracy,0.03619654350285759,0.013681592039800995,0.3076923076923077,0.04271455510910946
positives,18.74,5.0,92.0,13.31534330563575
negatives,725.0,32.0,805.0,181.4446562048773
tnr,0.011135266994076451,0.001287001287001287,0.15625,0.021694144431175982
npv,0.6916042291042291,0.14285714285714285,1.0,0.23938053474874613
fpr,0.9888647330059235,0.84375,0.9987129987129987,0.02169414443117598
fdr,0.9734164874659907,0.7941176470588235,0.9924812030075187,0.03097695897847801
for,0.30839577089577086,0.0,0.8571428571428571,0.23938053474874613
fnr,0.13607685400576658,0.0,0.46153846153846156,0.11981009061334803
balanced_accuracy,0.43752920649415494,0.2723636013109697,0.578125,0.06297758885970386
true_negatives,5.62,1.0,16.0,3.3859855225892024
true_positives,16.34,4.0,90.0,13.01115690788612
false_negatives,2.4,0.0,6.0,2.0203050891044216
false_positives,719.38,27.0,793.0,180.89165660298275
kappa,-0.00487616861216214,-0.02154667231709495,0.06233303650934985,0.011266259468301688
mcc,-0.1799202449334122,-0.5595712639443023,0.17935751349485982,0.15945805004841387
support,743.74,39.0,815.0,184.0208295663448
topic_number,25.5,1.0,50.0,14.577379737113251
ndcg_5,0.5488669796761129,0.0,1.0,0.29551627742536596
ndcg_10,0.5285964476329845,0.0,1.0,0.23829632001138795
ndcg_all,0.6520719860355816,0.26810043850915743,0.9016016528561012,0.14815200390666808
