,mean,min,max,std
precision,0.020439192606308568,0.005865102639296188,0.10996119016817593,0.01565301168740888
recall,0.8179593977033351,0.5294117647058824,1.0,0.11511063947186391
f1_score,0.039423097355008166,0.011644832605531296,0.19653179190751446,0.02813588829891063
accuracy,0.03356464794009895,0.013026052104208416,0.11577608142493638,0.014992632796129139
positives,18.74,5.0,92.0,13.31534330563575
negatives,759.84,294.0,1032.0,129.27574705067536
tnr,0.013807412295136972,0.004077471967380225,0.028642590286425903,0.00581007358508471
npv,0.7515891654037771,0.3333333333333333,1.0,0.18443586842835905
fpr,0.9861925877048628,0.9713574097135741,0.9959225280326198,0.005810073585084711
fdr,0.9795608073936914,0.890038809831824,0.9941348973607038,0.015653011687408885
for,0.24841083459622293,0.0,0.6666666666666666,0.18443586842835905
fnr,0.18204060229666483,0.0,0.47058823529411764,0.11511063947186392
balanced_accuracy,0.41588340499923604,0.26674461833663127,0.5101902173913043,0.05777343510908271
true_negatives,10.4,3.0,23.0,4.535573676110727
true_positives,15.3,4.0,85.0,12.063183997737301
false_negatives,3.44,0.0,10.0,2.6353948703086183
false_positives,749.44,291.0,1017.0,128.35110646430846
kappa,-0.008455148806514838,-0.03122206995173693,0.0006165163324283185,0.007279251053918114
mcc,-0.18931913046963203,-0.5538492247132957,0.017559989140427164,0.1335025691901579
support,778.58,301.0,1039.0,129.13702420455633
topic_number,25.5,1.0,50.0,14.577379737113251
ndcg_5,0.3096507411245446,0.0,1.0,0.28590762442458706
ndcg_10,0.2966756272129978,0.0,0.8572048559638628,0.23208986003705886
ndcg_all,0.5100933264057298,0.2156509477604378,0.9130997834663663,0.1600975923536635
